"","Gender","DriverAge","CarAge","Area","Leasing","Power","Fract","Contract","Exposure","Nbclaims"
"54688",2,37,7,3,2,2,3,2,5.42,0
"54689",1,56,12,2,1,2,3,3,2.33,0
"54690",1,28,7,1,2,2,3,1,3.81,0
"54691",2,36,3,1,1,3,1,1,1.89,0
"54692",2,59,6,3,2,3,3,2,4.04,0
"54693",1,54,3,2,2,2,3,2,3.01,0
"54694",1,34,6,3,2,2,3,1,2.58,0
"54695",1,26,6,3,1,2,2,3,1.62,0
"54696",1,39,4,2,2,1,3,3,5.85,0
"54697",1,24,7,1,2,4,3,2,7.63,0
"54698",2,35,4,4,2,3,2,1,5.52,0
"54699",2,40,3,2,1,1,3,2,0.57,0
"54700",1,41,5,1,2,1,3,2,1.96,0
"54701",1,45,8,4,2,4,3,2,2.23,0
"54702",1,59,6,3,2,2,3,2,2.67,0
"54703",1,22,7,2,2,1,2,2,1.47,0
"54704",1,51,4,3,2,3,2,2,3.79,0
"54705",1,46,4,1,1,2,3,3,1.7,0
"54706",1,32,3,3,2,4,2,2,4.93,0
"54707",2,49,2,3,2,2,3,2,3.87,0
"54708",1,22,3,1,1,1,2,2,0.51,0
"54709",1,46,3,1,2,3,3,1,1.08,0
"54710",2,28,12,1,1,2,1,2,2.3,0
"54711",1,51,8,4,2,2,3,1,3.18,0
"54712",1,25,7,2,2,3,3,1,1.84,0
"54713",1,57,5,3,2,2,1,1,5.62,0
"54714",1,51,6,3,1,3,3,2,0.89,0
"54715",1,36,6,1,2,3,3,1,3.34,0
"54716",1,34,7,2,2,2,3,2,2.61,1
"54717",1,36,5,2,2,1,3,2,2.35,0
"54718",1,40,5,2,1,1,2,2,2.62,1
"54719",2,34,2,1,2,1,3,3,3,0
"54720",1,33,6,3,2,3,1,2,6.27,0
"54721",1,27,8,3,2,2,1,1,3.05,0
"54722",1,39,5,1,1,2,3,2,1.91,0
"54723",1,72,2,2,2,4,3,2,1.88,0
"54724",1,18,7,1,1,3,2,1,0.9,0
"54725",2,46,6,3,2,2,3,2,1.86,0
"54726",1,35,2,2,2,1,2,1,1.36,0
"54727",1,32,4,1,1,2,3,3,1.98,0
"54728",1,45,1,1,2,4,3,2,1.68,0
"54729",2,61,3,1,1,2,2,1,3.91,0
"54730",1,62,6,2,2,4,2,1,3.41,0
"54731",1,71,9,2,2,2,3,3,2.88,0
"54732",2,39,5,4,2,3,3,2,1.45,0
"54733",1,51,5,2,2,2,2,2,2.47,0
"54734",1,52,7,3,1,2,3,2,1.82,0
"54735",2,51,4,1,2,2,3,2,0.2,0
"54736",1,29,6,4,2,1,1,2,4.13,0
"54737",2,31,0,3,2,1,3,2,4.64,0
"54738",1,72,6,1,1,2,3,2,0.56,0
"54739",1,30,7,1,2,1,3,2,3.09,0
"54740",2,46,0,2,2,2,3,1,2.41,0
"54741",1,37,2,4,1,2,3,3,4.29,0
"54742",1,27,7,1,2,3,3,1,2.69,0
"54743",1,69,5,2,2,4,3,1,4.31,0
"54744",1,45,5,2,2,3,2,3,3.05,0
"54745",1,18,4,2,2,3,3,2,4.99,1
"54746",2,48,7,4,2,1,2,2,1.15,0
"54747",1,42,8,1,2,1,3,2,2.7,0
"54748",1,60,6,2,2,2,1,2,4.51,0
"54749",2,63,9,4,1,1,3,2,2.23,0
"54750",2,42,0,3,2,2,3,3,3.41,0
"54751",1,18,8,1,1,2,3,1,0.08,0
"54752",1,18,3,3,2,1,1,1,5.79,0
"54753",2,75,4,1,2,1,3,2,1.58,0
"54754",1,60,8,4,1,1,3,2,2.75,0
"54755",1,36,6,3,2,2,3,1,2.86,0
"54756",2,46,3,2,2,1,3,3,1.01,0
"54757",2,30,0,1,1,1,3,1,4.72,0
"54758",2,25,4,2,2,3,3,1,5.09,0
"54759",1,59,3,1,1,1,3,2,2.29,0
"54760",2,63,4,3,2,1,2,2,3.53,0
"54761",1,79,9,2,2,1,3,3,3.87,0
"54762",2,60,5,4,1,2,1,1,3.15,0
"54763",2,65,2,1,1,2,3,3,1.89,0
"54764",2,20,8,3,2,1,1,1,3.86,0
"54765",1,26,2,3,2,3,3,1,1.82,0
"54766",1,40,4,1,2,3,3,2,4.83,0
"54767",2,64,2,1,2,4,1,2,5.24,0
"54768",1,48,5,1,2,3,2,2,7.24,0
"54769",1,48,4,2,2,2,3,2,4.75,0
"54770",1,60,0,2,2,1,1,2,1.49,0
"54771",1,42,4,2,2,4,1,1,5.02,0
"54772",2,33,6,2,1,1,2,2,0.08,0
"54773",1,82,8,2,2,4,3,1,3.76,1
"54774",2,55,0,1,2,3,2,2,4,0
"54775",1,39,0,1,2,3,3,1,4.56,0
"54776",2,34,7,2,2,2,3,1,0.72,0
"54777",1,34,2,1,2,4,1,1,2.09,0
"54778",2,46,5,2,2,3,3,1,3.48,0
"54779",2,19,8,1,2,3,3,1,3.33,1
"54780",1,47,1,3,2,2,3,2,4.91,0
"54781",1,64,8,4,2,2,3,2,2.37,0
"54782",1,26,4,4,1,4,3,1,2.72,0
"54783",1,34,5,4,1,1,3,1,2.88,0
"54784",1,35,2,1,2,2,3,2,3.37,0
"54785",2,35,9,3,2,2,3,2,1.22,0
"54786",1,49,2,3,2,4,2,2,1.94,0
"54787",1,40,3,3,1,2,1,2,1.88,0
"54788",1,20,7,2,1,2,3,3,3.84,0
"54789",2,56,8,1,1,1,2,2,3.77,1
"54790",1,32,7,4,1,2,3,1,0.08,0
"54791",1,45,10,3,2,2,3,2,1.28,0
"54792",1,18,6,1,2,2,3,2,5.11,0
"54793",2,49,12,1,2,1,1,3,1.92,0
"54794",2,50,8,1,2,3,2,1,4.17,0
"54795",1,37,0,3,2,3,3,2,5.94,0
"54796",1,37,5,2,2,4,3,3,3.62,0
"54797",2,18,6,1,1,1,3,3,5.75,0
"54798",2,55,4,2,2,2,3,1,2.09,0
"54799",1,69,5,1,2,2,3,2,5.06,0
"54800",2,42,2,3,2,3,2,2,4.56,0
"54801",1,55,5,2,2,4,3,2,3.32,0
"54802",2,38,8,2,1,2,3,2,4.71,0
"54803",1,47,6,1,1,3,2,2,1.16,0
"54804",1,40,6,2,1,2,3,2,5.68,0
"54805",1,59,5,1,2,3,3,2,6.27,1
"54806",1,52,2,3,2,1,3,2,4.26,0
"54807",2,47,4,2,1,3,3,2,2.47,0
"54808",2,23,9,3,2,2,3,3,0.84,0
"54809",1,48,3,1,1,2,1,2,2.83,0
"54810",2,53,5,2,2,2,1,3,2.27,0
"54811",1,56,7,2,1,2,3,1,0.16,0
"54812",1,46,3,3,1,3,2,2,3.06,0
"54813",2,27,5,1,2,3,2,2,2.51,1
"54814",2,38,7,1,2,2,3,3,4.27,0
"54815",2,47,4,1,2,1,3,3,3.11,0
"54816",1,33,3,2,2,1,2,2,2.95,1
"54817",1,22,7,3,1,3,2,2,3.57,0
"54818",1,61,7,2,1,1,1,3,4.08,0
"54819",2,71,5,2,2,3,3,3,4.27,0
"54820",2,69,2,2,1,3,2,2,4.73,0
"54821",2,21,5,4,1,3,1,2,3.16,0
"54822",1,59,3,2,2,3,3,2,1.67,0
"54823",1,61,3,1,2,4,1,2,0.97,1
"54824",2,52,9,1,2,2,1,3,3.37,0
"54825",1,72,9,1,2,1,3,1,1.16,0
"54826",1,47,10,1,2,2,3,2,6.37,0
"54827",2,36,3,1,2,4,3,2,4.46,0
"54828",1,44,5,2,2,3,3,3,4.25,0
"54829",2,48,2,2,2,1,3,3,3.6,0
"54830",2,52,6,2,2,1,3,2,2.61,0
"54831",1,18,3,2,2,4,1,1,0.08,0
"54832",1,27,0,4,2,3,3,2,1.41,0
"54833",1,35,6,4,2,2,2,3,4.34,0
"54834",2,66,1,1,2,2,1,1,2.63,0
"54835",1,39,8,2,1,4,3,1,4.26,0
"54836",1,40,5,1,2,3,3,1,3.28,0
"54837",1,54,3,3,1,4,2,2,3.54,0
"54838",2,58,7,2,2,2,3,2,0.84,0
"54839",1,18,6,3,2,2,3,1,3.33,0
"54840",1,50,7,1,2,3,2,2,4.48,0
"54841",1,33,2,1,2,1,1,1,3.15,0
"54842",2,58,3,4,2,3,3,2,0.48,0
"54843",2,45,6,1,2,3,3,2,2.76,0
"54844",2,18,5,4,1,3,3,2,0.97,0
"54845",2,39,5,4,1,2,2,2,1.8,0
"54846",1,60,2,2,2,2,2,2,5.54,0
"54847",1,60,9,2,2,1,3,3,5.72,0
"54848",2,23,6,3,2,3,2,2,3.01,0
"54849",2,49,5,1,1,2,3,1,0.41,0
"54850",2,46,4,3,2,1,3,1,4.64,0
"54851",2,41,1,1,1,2,2,3,4.88,0
"54852",1,44,3,4,2,3,3,2,2.03,0
"54853",1,48,2,2,1,1,3,2,2.41,0
"54854",1,61,5,1,2,2,3,2,3.74,0
"54855",1,43,5,3,2,2,2,2,1.78,0
"54856",2,40,7,2,2,2,2,1,1.82,0
"54857",2,36,4,2,2,3,3,2,3.65,0
"54858",2,56,4,4,2,1,3,2,3.68,0
"54859",2,38,7,3,2,2,3,3,4.09,0
"54860",1,62,8,1,1,4,3,3,3.33,0
"54861",2,40,5,3,2,4,3,2,3.72,0
"54862",1,47,10,2,1,3,1,2,4.68,0
"54863",2,45,8,3,2,3,2,2,5.47,0
"54864",2,51,4,3,1,2,3,1,4.7,0
"54865",1,48,3,4,2,1,3,2,1.9,0
"54866",1,37,6,4,2,1,3,1,2.45,0
"54867",1,43,8,2,1,2,2,2,0.78,0
"54868",1,56,3,1,2,2,3,1,5.41,0
"54869",1,19,7,4,1,3,3,2,2.91,0
"54870",2,52,9,1,2,3,2,1,2.95,1
"54871",1,48,4,2,2,2,3,2,5.79,0
"54872",1,58,5,2,1,4,1,1,2.7,0
"54873",1,44,4,2,2,2,3,3,6.79,0
"54874",1,44,2,3,2,2,1,1,1.8,0
"54875",1,41,10,2,2,2,3,2,2.37,0
"54876",1,18,5,1,2,2,3,1,5,0
"54877",1,28,5,2,2,2,2,1,5.27,0
"54878",2,34,5,3,2,3,2,1,0.6,0
"54879",2,34,2,3,2,2,3,2,1.99,0
"54880",1,58,3,2,2,2,3,2,1.6,0
"54881",2,19,6,2,1,3,3,1,0.08,0
"54882",1,37,6,1,2,3,1,2,2.5,0
"54883",2,29,8,1,2,3,3,1,3.9,0
"54884",2,46,5,1,1,1,1,1,1.01,0
"54885",2,55,1,2,2,2,3,3,2.94,0
"54886",1,59,7,1,2,1,3,1,1.8,0
"54887",1,44,5,1,1,3,1,3,4.35,0
"54888",1,44,5,3,2,2,2,1,2.95,0
"54889",2,46,3,3,1,3,3,2,2.14,0
"54890",1,45,4,1,2,4,3,2,1.79,0
"54891",1,44,4,2,2,3,3,3,3.51,0
"54892",2,38,6,1,1,4,3,2,6.23,0
"54893",1,61,4,3,1,1,3,1,2.52,0
"54894",2,54,4,2,2,4,3,2,3.39,0
"54895",1,27,0,1,1,2,3,1,4.82,0
"54896",2,50,5,2,1,2,3,3,3.64,0
"54897",2,40,4,1,1,2,3,3,3.1,0
"54898",2,32,7,3,2,2,2,1,1.95,0
"54899",1,42,8,4,1,3,3,2,0.08,0
"54900",2,54,8,2,2,4,3,2,4.13,0
"54901",2,62,8,2,2,2,1,3,4.3,0
"54902",2,42,4,3,2,2,2,1,3.99,0
"54903",1,49,6,3,1,4,1,1,3.23,1
"54904",2,32,3,4,2,4,2,2,2.76,1
"54905",1,23,6,2,2,4,3,2,2.47,0
"54906",1,50,7,2,1,2,1,3,2.64,0
"54907",1,18,5,1,2,3,3,3,1.69,0
"54908",1,40,12,2,2,2,2,2,0.72,0
"54909",1,29,4,2,2,1,2,2,3.39,0
"54910",1,64,8,2,2,3,2,1,0.94,0
"54911",1,36,4,1,2,1,3,3,1.65,0
"54912",1,65,2,1,2,2,3,2,4.45,1
"54913",1,54,6,3,2,1,3,3,0.08,0
"54914",1,26,1,1,2,1,3,2,6.35,0
"54915",1,46,6,3,1,2,3,3,3.42,0
"54916",2,55,12,3,2,3,3,3,5.53,0
"54917",1,36,5,3,2,3,2,2,1.88,1
"54918",2,49,2,1,2,4,3,3,0.35,0
"54919",2,57,0,3,2,2,2,1,3.97,0
"54920",1,42,0,3,2,3,3,1,3.22,0
"54921",2,29,0,2,2,2,3,2,6.52,0
"54922",2,18,6,3,2,3,3,2,2.57,0
"54923",2,58,8,2,2,2,2,1,0.85,0
"54924",1,54,4,4,2,2,3,1,4.06,0
"54925",1,66,4,4,1,1,3,1,3.62,0
"54926",2,62,8,2,2,2,1,1,3.46,0
"54927",1,54,5,3,2,3,2,2,5.44,0
"54928",1,46,4,2,2,3,1,3,1.8,0
"54929",1,56,6,2,2,2,3,2,5.29,0
"54930",1,53,6,2,2,2,3,1,4.57,0
"54931",1,63,4,1,2,2,1,3,1.65,0
"54932",1,33,5,3,2,4,3,2,4.07,0
"54933",2,28,3,2,2,1,1,1,1.9,0
"54934",1,39,4,3,2,3,3,1,3.07,0
"54935",1,21,4,4,2,3,2,1,0.55,0
"54936",2,36,9,1,1,3,2,2,4.94,0
"54937",1,38,1,1,1,3,2,3,3.13,0
"54938",2,40,6,2,2,3,3,2,4.77,0
"54939",2,34,3,2,1,1,1,3,3.65,1
"54940",1,62,4,2,1,4,3,2,1.21,0
"54941",2,39,7,1,2,3,3,2,4.63,1
"54942",1,25,6,3,2,3,3,1,4.12,0
"54943",2,31,3,2,1,4,3,2,2.14,0
"54944",2,61,3,1,2,1,3,1,3.45,0
"54945",2,37,6,3,2,1,1,2,1.88,0
"54946",1,25,6,1,2,2,3,3,0.08,0
"54947",2,43,1,2,1,3,3,2,1.99,1
"54948",2,27,6,1,1,2,3,1,3.42,0
"54949",1,40,10,3,2,3,3,1,2.96,0
"54950",1,61,4,1,2,2,2,1,3.78,0
"54951",1,63,5,3,2,2,3,2,0.45,0
"54952",1,53,5,2,2,2,1,3,3.02,0
"54953",1,51,3,2,2,2,3,3,0.66,0
"54954",2,65,3,4,2,2,3,2,2.87,0
"54955",2,18,4,1,1,1,1,3,2.63,0
"54956",1,18,5,1,1,2,2,2,6.87,0
"54957",2,18,4,3,2,2,3,3,5.08,0
"54958",1,54,2,2,2,1,3,1,4.09,0
"54959",2,39,7,2,2,3,1,2,4.75,0
"54960",2,18,5,3,2,2,1,1,2.65,0
"54961",2,45,6,2,2,1,3,2,0.42,0
"54962",1,70,0,2,1,3,3,2,4.23,0
"54963",2,33,3,3,2,2,3,3,4.05,0
"54964",1,32,3,2,2,2,3,2,1.63,0
"54965",1,43,4,3,2,2,3,1,6.2,0
"54966",1,62,4,2,2,1,2,2,3.42,0
"54967",2,43,5,2,2,3,2,2,3.58,0
"54968",1,63,0,2,2,4,3,2,5.16,0
"54969",1,42,9,4,2,3,3,3,2.33,0
"54970",2,52,6,2,2,4,2,2,6.16,1
"54971",1,30,7,1,2,4,3,1,5.36,0
"54972",2,40,3,2,2,1,2,2,3.51,0
"54973",2,52,8,1,2,2,3,3,3.1,0
"54974",1,51,7,1,2,2,3,2,2.85,1
"54975",2,56,8,4,2,3,3,3,2.03,0
"54976",1,63,5,2,1,2,3,3,3.64,0
"54977",2,35,3,2,2,3,3,1,0.72,0
"54978",2,31,7,2,1,3,1,2,2.33,0
"54979",1,54,3,3,2,4,3,2,6.01,0
"54980",1,44,8,2,1,3,3,3,5.63,1
"54981",1,18,6,1,2,4,3,2,2.25,0
"54982",1,70,1,3,2,2,2,2,4.78,0
"54983",1,18,5,3,1,2,1,2,3.37,1
"54984",2,60,8,1,1,2,3,1,3.66,0
"54985",1,18,6,1,1,2,1,1,3,0
"54986",1,42,5,4,2,2,2,1,7.14,0
"54987",1,25,3,1,1,2,3,3,1.39,0
"54988",2,29,6,2,1,3,2,2,4.56,0
"54989",1,62,8,4,1,2,3,1,6.09,1
"54990",1,26,5,2,2,2,3,1,2.41,0
"54991",1,23,8,2,2,2,2,1,1.39,0
"54992",2,51,4,1,1,2,1,2,3.46,0
"54993",1,47,7,2,2,2,2,3,3.04,0
"54994",2,61,0,1,1,3,2,3,2.71,0
"54995",2,39,4,4,2,2,3,1,2.99,1
"54996",1,40,11,1,2,2,3,1,4.48,0
"54997",1,31,5,1,2,3,2,3,5.12,0
"54998",1,31,6,1,2,3,3,3,2.67,0
"54999",1,31,2,2,2,2,1,2,4.07,0
"55000",2,46,2,3,1,2,3,2,5.8,0
"55001",1,27,4,1,1,1,1,2,1.74,0
"55002",2,32,3,1,1,2,1,2,3.11,0
"55003",2,52,5,4,2,1,2,1,2.99,0
"55004",2,66,3,2,1,3,3,1,1.9,0
"55005",2,31,11,2,2,4,1,1,2.54,0
"55006",2,37,2,1,2,2,2,2,6.74,0
"55007",2,64,6,4,2,1,3,1,4.49,0
"55008",1,49,8,2,2,3,2,1,3.45,1
"55009",2,26,3,2,1,4,1,1,5.74,0
"55010",1,73,8,3,2,2,3,1,4.37,0
"55011",2,62,6,2,2,2,2,2,2.99,0
"55012",1,58,0,1,2,2,3,2,3.14,0
"55013",2,49,8,1,2,2,3,1,2.67,0
"55014",2,57,5,2,2,2,3,1,5.31,0
"55015",2,57,8,3,1,1,3,1,1.09,0
"55016",2,38,4,4,2,2,1,1,4.12,0
"55017",2,53,7,3,1,2,3,1,4.46,0
"55018",2,58,2,3,1,4,1,1,3.15,0
"55019",1,51,5,3,2,3,3,2,3.47,0
"55020",1,49,6,1,1,3,2,2,0.08,0
"55021",1,46,7,2,1,2,1,2,2.33,0
"55022",2,57,7,2,2,3,3,1,6.38,0
"55023",2,32,5,4,2,2,3,2,4.88,0
"55024",1,31,8,3,2,2,3,1,1.39,0
"55025",1,46,5,3,1,1,1,3,0.59,0
"55026",2,60,6,1,2,2,3,2,3.11,0
"55027",1,18,1,3,1,2,1,2,0.19,0
"55028",2,32,3,2,2,3,3,2,3.94,0
"55029",1,50,0,2,2,1,2,1,4.89,0
"55030",1,56,0,3,1,1,1,3,3.36,0
"55031",1,46,5,4,2,2,2,2,3.35,0
"55032",1,50,2,1,1,4,2,1,4.55,0
"55033",2,36,6,3,2,3,2,2,2.2,0
"55034",1,43,6,1,2,2,3,1,3.84,0
"55035",1,32,5,1,2,2,3,1,2.43,0
"55036",1,40,5,1,2,2,2,1,2.97,0
"55037",2,38,4,3,1,3,2,3,4.24,0
"55038",2,46,3,2,2,2,1,3,2.43,0
"55039",1,27,2,2,2,1,3,3,2.43,0
"55040",1,70,0,1,2,3,3,2,3.03,0
"55041",1,53,3,2,1,3,2,3,2.11,0
"55042",1,38,4,3,1,4,3,3,2.75,0
"55043",1,63,2,3,2,1,3,2,5.05,0
"55044",1,48,4,1,1,4,3,2,0.5,0
"55045",2,33,4,2,2,3,3,2,1.65,0
"55046",1,24,6,2,1,3,3,2,1.76,0
"55047",2,43,7,1,1,3,3,2,2.5,0
"55048",1,57,8,2,2,2,3,1,0.49,0
"55049",2,25,6,4,2,3,3,2,1.28,0
"55050",1,18,1,4,1,3,3,1,4.79,1
"55051",2,47,5,4,2,2,1,3,2.85,0
"55052",2,51,1,1,2,2,3,2,2.25,0
"55053",1,22,4,2,2,1,2,3,4.68,0
"55054",1,44,9,3,2,4,3,1,1.18,0
"55055",2,49,2,4,1,3,1,2,2.97,0
"55056",2,45,3,1,2,3,3,2,1.21,0
"55057",2,66,3,4,2,1,2,1,2.34,0
"55058",1,64,5,3,2,1,2,2,1.94,0
"55059",1,46,7,1,2,1,2,1,4.21,0
"55060",2,62,8,3,2,3,1,2,1.32,0
"55061",2,82,4,2,2,3,1,2,4.03,0
"55062",1,33,0,1,2,2,2,1,4.32,0
"55063",1,59,13,1,2,1,1,2,2.13,0
"55064",1,33,3,3,1,2,2,1,3.88,0
"55065",1,56,6,4,2,1,3,2,2.81,0
"55066",2,61,4,1,2,2,3,2,1.62,0
"55067",2,48,4,3,2,1,1,2,4.59,0
"55068",1,28,9,3,2,3,3,1,1.98,0
"55069",2,36,5,1,2,2,2,2,3.46,0
"55070",1,73,7,1,2,1,1,1,2.39,0
"55071",1,30,3,2,2,1,2,2,2.53,0
"55072",1,46,4,2,2,3,3,1,6.29,0
"55073",2,31,2,3,2,1,3,3,4.43,1
"55074",2,50,8,2,2,2,3,3,1.48,0
"55075",1,49,2,1,2,4,3,2,4.79,0
"55076",2,29,5,1,2,3,2,1,4.3,0
"55077",1,34,5,4,2,3,3,2,3.42,0
"55078",1,43,7,1,1,2,3,3,3.52,1
"55079",2,30,10,4,2,3,2,1,1.84,0
"55080",1,42,5,3,1,2,3,2,4.62,0
"55081",2,80,0,1,2,3,2,2,2.84,0
"55082",1,41,7,3,1,4,3,2,0.08,0
"55083",2,25,6,2,2,1,2,1,1.93,0
"55084",1,23,4,2,1,3,3,2,1.21,0
"55085",1,72,9,1,1,1,3,1,6.15,0
"55086",2,43,7,2,2,2,3,2,4.03,0
"55087",1,33,9,2,2,3,1,2,2.25,0
"55088",1,28,6,4,2,3,3,2,2,0
"55089",1,35,7,2,2,3,3,2,3.8,0
"55090",2,48,1,2,2,3,2,3,2.72,0
"55091",2,36,6,1,2,1,2,2,5.03,0
"55092",1,48,2,3,1,2,3,3,0.72,0
"55093",1,37,3,2,2,2,2,3,1.19,0
"55094",1,32,6,4,2,3,1,2,0.08,0
"55095",2,82,6,3,2,1,3,2,2.62,0
"55096",1,35,6,1,2,1,1,3,0.76,0
"55097",2,59,5,4,2,3,2,2,4.16,0
"55098",2,58,6,4,2,2,3,3,5.58,0
"55099",1,40,7,3,1,2,3,2,0.09,0
"55100",1,49,7,1,2,3,1,3,0.74,0
"55101",2,46,3,4,2,2,3,1,4.22,0
"55102",1,43,2,2,1,2,2,3,3.15,0
"55103",2,47,6,3,2,2,2,1,2.03,0
"55104",1,39,5,2,2,2,1,3,3.4,1
"55105",1,67,0,2,2,3,3,1,3.14,0
"55106",2,78,4,2,2,2,2,1,2.14,0
"55107",2,53,2,3,2,1,3,3,1.04,0
"55108",1,38,3,4,2,2,2,2,2.77,0
"55109",2,18,6,4,2,4,1,2,3.91,0
"55110",1,50,5,1,1,2,2,3,2.43,0
"55111",2,50,4,2,2,1,1,2,2.95,0
"55112",1,28,6,1,2,2,3,2,3.85,0
"55113",2,65,8,2,2,3,3,1,3.57,0
"55114",1,38,7,3,2,3,3,2,3.41,0
"55115",1,48,4,3,2,2,1,1,0.71,0
"55116",1,48,8,4,2,2,3,2,0.32,0
"55117",1,31,3,1,2,3,3,3,4.65,0
"55118",2,35,9,2,1,2,1,3,2.51,0
"55119",2,37,5,3,2,3,1,2,2.02,0
"55120",1,25,4,2,2,3,3,2,1.24,0
"55121",2,38,6,2,1,3,2,3,3.48,0
"55122",1,47,5,1,2,1,3,2,8.1,0
"55123",1,40,11,2,1,2,3,1,2.69,0
"55124",1,44,2,2,2,2,2,3,4.17,0
"55125",1,26,7,3,1,2,1,2,3.91,0
"55126",1,18,3,3,1,3,3,2,1.2,0
"55127",1,41,6,4,2,2,3,2,1.91,0
"55128",1,60,3,2,2,3,3,2,1.61,0
"55129",2,58,5,3,2,1,1,1,2.13,1
"55130",1,28,2,1,2,4,3,1,3.78,0
"55131",2,35,5,2,2,2,1,1,1.66,0
"55132",2,69,5,3,1,1,3,2,2.31,0
"55133",2,40,8,1,2,3,1,3,1.69,0
"55134",2,66,1,3,2,2,2,3,2.35,0
"55135",2,47,7,1,2,2,1,3,2.75,0
"55136",1,33,3,1,2,3,3,2,1.36,0
"55137",2,23,1,1,1,2,2,1,0.12,0
"55138",1,33,7,4,2,1,2,1,3.62,0
"55139",2,45,6,4,1,1,3,1,1.53,0
"55140",2,37,4,4,1,2,3,2,3.3,0
"55141",1,66,5,3,2,2,1,3,3.76,0
"55142",2,36,5,3,1,3,1,2,4.3,0
"55143",1,38,7,4,2,4,1,1,4.08,0
"55144",2,18,1,3,2,2,3,1,0.84,0
"55145",2,35,0,3,1,2,1,3,5.04,0
"55146",2,45,1,3,2,3,1,2,3.6,0
"55147",1,39,11,3,2,2,3,1,2.91,0
"55148",2,35,7,4,1,2,3,1,2.74,0
"55149",1,54,8,2,2,1,1,1,2.9,0
"55150",1,34,7,3,2,2,2,2,2.4,0
"55151",2,45,1,1,2,3,3,1,4.65,0
"55152",1,20,5,3,2,3,3,1,1.04,0
"55153",2,18,4,2,2,1,3,2,2.19,0
"55154",2,41,5,1,1,2,1,1,1.92,0
"55155",2,57,7,3,2,1,3,1,2.18,0
"55156",2,44,1,2,2,3,1,2,1.87,0
"55157",1,59,9,2,2,2,1,2,3.05,0
"55158",2,50,9,2,2,3,1,2,6.13,0
"55159",2,44,4,3,1,3,3,2,3.15,0
"55160",2,41,5,2,1,1,3,3,0.22,0
"55161",1,72,1,2,2,2,2,2,2.12,0
"55162",1,18,2,1,1,1,3,2,4.41,0
"55163",1,48,3,3,2,4,2,1,1.5,0
"55164",2,33,5,3,2,1,2,1,4.78,0
"55165",1,59,5,1,1,2,1,2,3,0
"55166",1,29,1,2,2,2,3,1,1.16,0
"55167",1,38,8,1,2,2,1,1,3.84,0
"55168",1,51,2,3,2,2,1,2,4.81,1
"55169",1,44,6,4,2,3,1,2,1.42,0
"55170",1,41,0,2,2,3,3,3,2.51,0
"55171",2,51,9,1,1,1,3,2,1.08,0
"55172",1,54,3,4,1,3,3,2,2.4,0
"55173",1,46,5,3,2,3,1,2,1.67,0
"55174",1,78,2,3,2,3,3,2,1.14,0
"55175",2,18,3,1,2,3,3,2,2.66,0
"55176",2,41,6,4,2,3,3,2,4.28,0
"55177",1,29,2,1,2,4,3,2,3.77,0
"55178",1,48,0,1,2,2,1,1,5.67,0
"55179",2,47,4,3,2,2,3,2,1.02,0
"55180",1,40,4,2,2,3,3,3,0.08,0
"55181",2,18,4,1,2,3,3,2,4.02,0
"55182",2,28,5,1,2,2,1,2,0.64,0
"55183",2,34,5,2,2,2,1,1,2.57,0
"55184",1,34,0,1,2,1,3,2,4.61,0
"55185",1,49,2,3,2,2,1,2,2.09,0
"55186",2,43,4,2,2,3,2,2,3.68,0
"55187",2,18,5,1,1,1,1,3,5.1,0
"55188",1,48,0,2,2,4,1,2,0.99,0
"55189",1,37,6,3,1,3,2,3,2.85,0
"55190",2,42,2,1,2,2,3,2,1.67,0
"55191",2,53,8,1,2,2,3,1,3.09,0
"55192",2,27,4,3,2,2,1,2,4.55,0
"55193",2,36,3,4,2,3,1,1,1.9,0
"55194",2,29,5,2,2,1,3,1,4.79,0
"55195",2,82,5,1,2,3,3,3,1.07,0
"55196",1,47,5,3,1,4,3,3,2.89,0
"55197",1,31,0,1,2,2,2,1,5.79,1
"55198",2,51,6,2,2,3,3,2,2.52,0
"55199",1,78,5,3,2,3,1,2,3.85,0
"55200",1,51,6,2,1,2,3,2,4.33,0
"55201",1,35,5,4,1,2,3,1,1.58,0
"55202",2,50,9,4,2,3,3,2,3.63,0
"55203",2,41,6,2,2,2,1,2,3.58,0
"55204",1,18,3,1,2,1,2,2,6.2,0
"55205",2,47,4,1,2,3,3,2,2.83,0
"55206",1,54,7,4,2,3,1,2,1.97,0
"55207",1,46,6,3,2,4,3,3,3.16,0
"55208",1,38,5,2,2,4,3,3,5.05,0
"55209",1,43,5,2,2,3,3,3,0.46,0
"55210",1,18,6,3,2,2,3,2,1.54,0
"55211",1,48,5,2,1,2,3,3,4.04,0
"55212",2,59,9,4,2,2,3,2,3.24,0
"55213",2,53,2,1,2,3,3,1,3.27,0
"55214",2,18,7,2,1,2,3,1,3.95,0
"55215",2,60,3,2,2,3,2,3,2.56,0
"55216",1,54,6,2,2,3,2,1,0.08,0
"55217",1,35,6,3,2,3,3,3,3.97,0
"55218",2,41,4,1,1,1,2,1,2.04,0
"55219",1,22,10,4,2,3,3,2,5.44,0
"55220",1,77,8,3,2,3,3,2,2.72,0
"55221",1,20,7,1,2,1,3,1,3.22,0
"55222",1,43,4,1,2,3,3,2,0.08,0
"55223",2,22,1,1,2,2,3,2,3.34,0
"55224",2,45,9,3,1,2,1,2,2.83,0
