"","Gender","DriverAge","CarAge","Area","Leasing","Power","Fract","Contract","Exposure"
"24864",1,46,7,2,2,3,2,2,2.59
"24865",1,49,1,1,1,3,3,2,3.1
"24866",1,43,4,2,1,3,3,1,5.02
"24867",2,55,12,2,1,3,2,3,5.82
"24868",1,45,11,3,2,2,1,2,4.54
"24869",1,33,3,3,2,2,3,2,4.22
"24870",1,59,6,1,2,2,2,1,3.29
"24871",2,50,0,3,2,2,3,1,5.45
"24872",2,45,6,3,1,4,2,1,1
"24873",1,26,9,1,2,1,3,3,2.85
"24874",1,36,4,3,2,1,1,3,4.75
"24875",1,44,1,3,1,3,3,1,1.5
"24876",1,33,5,3,2,3,3,1,1.62
"24877",2,37,7,2,2,1,1,1,1.07
"24878",2,38,4,3,2,3,3,3,4.64
"24879",2,60,7,1,1,3,3,2,0.57
"24880",1,60,5,3,1,1,2,1,0.73
"24881",1,45,2,4,2,3,3,2,2.7
"24882",2,46,5,1,2,2,1,2,3.34
"24883",1,53,7,3,2,3,1,2,1.99
"24884",1,35,7,4,2,3,1,3,3.2
"24885",1,52,6,2,2,3,3,2,2.03
"24886",2,50,4,4,1,1,3,3,2.84
"24887",2,38,5,2,1,2,1,1,2.57
"24888",2,48,7,2,2,2,3,2,2.18
"24889",2,53,4,1,1,2,3,1,2.69
"24890",2,41,6,2,2,2,2,1,4.28
"24891",1,42,8,1,2,2,2,1,3.34
"24892",1,59,5,2,2,3,1,1,3.27
"24893",1,30,2,1,2,1,2,3,3.84
"24894",1,30,10,2,2,2,3,2,4.81
"24895",2,66,6,2,1,1,3,2,3.92
"24896",2,67,9,1,2,1,1,3,5.22
"24897",1,67,4,1,1,3,3,2,3.47
"24898",1,34,8,2,1,2,3,2,3.18
"24899",1,36,8,1,1,3,3,1,5.65
"24900",2,30,6,2,2,4,1,1,3.27
"24901",1,45,7,3,2,3,2,2,2.09
"24902",2,35,5,1,2,1,3,2,3.82
"24903",1,65,8,2,2,2,2,3,0.8
"24904",2,43,5,2,2,2,3,1,5.42
"24905",2,18,5,3,1,2,3,1,3.17
"24906",2,32,7,4,2,2,3,2,6.26
"24907",1,57,5,2,2,4,2,2,2.8
"24908",1,28,3,1,1,2,3,1,6
"24909",1,30,5,4,2,3,3,2,3.56
"24910",1,47,3,2,2,3,1,1,3.61
"24911",2,39,6,1,1,3,3,3,3.51
"24912",2,50,10,3,1,2,3,1,2.09
"24913",2,52,9,1,2,3,3,2,2.09
"24914",2,69,6,2,2,2,1,1,3.03
"24915",2,54,8,1,1,1,3,3,1.39
"24916",1,32,1,3,2,1,3,2,0.55
"24917",1,40,3,4,2,2,3,1,2.69
"24918",2,35,6,4,1,2,3,1,3.9
"24919",1,44,7,3,2,2,3,1,3.52
"24920",1,47,2,4,2,2,2,3,4.71
"24921",2,40,3,3,2,3,3,3,3.45
"24922",1,60,2,4,2,2,3,1,3.13
"24923",2,60,8,1,1,1,3,2,2.08
"24924",2,47,6,1,1,3,3,1,1.06
"24925",2,57,6,3,1,2,1,2,1.59
"24926",1,57,5,2,2,3,3,2,3.96
"24927",2,41,7,2,2,3,3,3,1.94
"24928",2,50,6,1,1,1,3,1,3.2
"24929",2,23,2,2,2,4,3,1,2.47
"24930",1,58,8,1,2,1,1,3,2.32
"24931",2,30,6,2,1,2,3,2,3.36
"24932",1,46,4,1,2,1,3,1,4.13
"24933",1,36,7,2,1,2,1,3,1.34
"24934",1,48,7,2,1,2,3,1,5.14
"24935",1,64,0,3,2,1,3,1,2.88
"24936",1,46,4,3,2,3,3,2,4.46
"24937",2,50,4,2,2,3,3,2,3.82
"24938",1,62,3,2,2,3,3,2,3.22
"24939",1,37,7,2,2,2,3,3,5
"24940",1,48,5,3,1,3,3,2,2.22
"24941",2,78,6,2,1,2,3,3,1.34
"24942",2,56,5,2,2,4,1,2,4.55
"24943",1,43,3,2,2,2,1,2,3.52
"24944",1,33,8,1,2,2,3,1,2.27
"24945",1,67,7,4,2,3,3,2,2.01
"24946",2,47,5,3,2,2,3,1,4.46
"24947",2,40,5,2,1,3,3,1,1.28
"24948",1,53,7,3,2,1,3,3,1.09
"24949",1,27,0,2,2,4,1,2,2.27
"24950",1,65,4,3,1,2,1,1,3.94
"24951",1,39,0,2,2,3,3,1,3.91
"24952",1,63,2,2,2,4,1,3,1.35
"24953",1,46,8,1,2,3,3,2,1.93
"24954",1,34,5,3,1,2,3,2,0.16
"24955",2,51,3,1,2,1,3,2,4.3
"24956",2,43,7,1,2,1,3,3,2.43
"24957",1,43,3,2,2,4,2,2,4.34
"24958",1,55,8,3,2,1,3,2,2.88
"24959",1,67,5,3,1,3,3,2,4.11
"24960",1,41,9,3,2,1,3,2,6.9
"24961",1,50,1,3,1,2,1,3,2.95
"24962",1,57,5,2,1,2,3,2,4.24
"24963",1,53,6,3,2,2,3,3,1.55
"24964",1,39,5,2,1,2,3,2,2.52
"24965",2,32,6,3,1,2,3,2,3.61
"24966",1,43,1,3,2,3,3,1,3.6
"24967",1,64,2,2,2,2,3,2,4.79
"24968",1,30,10,3,2,1,1,1,4.38
"24969",1,45,3,3,2,3,2,2,2.4
"24970",1,19,2,1,2,1,3,1,4.61
"24971",1,18,0,3,1,2,3,2,0.08
"24972",2,21,5,4,2,3,3,1,2.69
"24973",1,62,4,4,2,2,1,2,2.37
"24974",1,33,10,1,2,2,3,2,0.62
"24975",1,40,2,4,1,1,3,3,3.14
"24976",1,60,4,1,1,2,3,1,5.23
"24977",2,44,6,3,2,3,3,2,3.54
"24978",1,49,7,4,1,3,3,1,2.72
"24979",2,48,8,3,2,2,3,1,3.6
"24980",1,51,6,2,1,2,3,3,4.89
"24981",1,29,4,1,1,1,1,3,4.35
"24982",2,59,7,1,1,2,3,3,3.32
"24983",1,61,7,1,1,1,1,2,4.44
"24984",2,52,3,1,2,1,3,2,4.31
"24985",1,18,4,1,2,3,2,1,3.51
"24986",1,33,2,1,1,2,3,1,2.4
"24987",2,36,4,3,2,2,1,2,1.8
"24988",1,50,4,3,2,3,3,2,0.19
"24989",2,36,8,1,2,3,2,1,4.21
"24990",2,46,10,1,2,1,2,2,2.03
"24991",2,57,4,3,1,1,3,1,5.1
"24992",1,49,4,3,2,2,3,1,5.36
"24993",2,50,0,4,2,2,3,2,3.1
"24994",1,47,3,2,1,2,1,2,2.8
"24995",1,18,6,3,1,3,3,2,3.49
"24996",1,37,4,2,1,3,3,2,5.4
"24997",1,80,4,3,2,3,3,2,4.96
"24998",2,54,5,1,2,3,3,2,5.62
"24999",1,64,9,2,2,3,3,1,3.81
"25000",1,49,5,2,1,1,1,2,3.19
"25001",1,56,5,2,2,4,1,1,3.05
"25002",1,28,8,1,2,3,3,2,0.88
"25003",2,62,4,4,1,1,2,2,3.62
"25004",1,62,10,3,2,4,1,1,4.1
"25005",1,26,7,2,2,2,2,1,6.22
"25006",1,39,9,3,1,2,3,1,2.69
"25007",2,19,1,2,2,2,3,1,2.49
"25008",2,18,2,2,2,1,3,1,4.9
"25009",1,40,6,2,1,1,3,2,2.99
"25010",1,28,1,2,1,2,3,3,1.93
"25011",1,54,7,2,1,4,3,2,1.91
"25012",1,55,6,2,2,1,3,2,3.74
"25013",2,39,3,2,2,1,3,1,2.71
"25014",1,82,8,3,1,3,3,2,5.73
"25015",2,40,6,1,2,1,3,3,5.13
"25016",1,60,7,3,2,2,1,3,2.07
"25017",1,37,11,2,2,4,1,3,4
"25018",2,50,3,1,2,1,3,2,3.68
"25019",2,21,5,1,1,3,1,2,3.78
"25020",1,67,7,1,2,2,3,1,1.91
"25021",2,29,8,1,1,1,3,1,4.21
"25022",1,46,4,4,2,1,2,3,1.44
"25023",1,39,5,2,1,3,3,2,1.36
"25024",2,33,2,3,2,1,3,1,2.18
"25025",2,32,6,1,2,3,3,2,4.35
"25026",2,37,6,3,2,2,2,2,2.58
"25027",1,53,8,2,2,2,3,2,3.76
"25028",1,40,7,1,2,2,3,1,3.89
"25029",2,46,7,3,2,3,3,3,4.14
"25030",2,54,3,1,2,3,3,3,2.76
"25031",2,22,0,2,1,2,3,2,3.49
"25032",1,54,3,4,2,2,3,1,0.89
"25033",1,44,6,1,1,1,3,1,2.43
"25034",2,65,3,4,2,2,3,2,3.83
"25035",1,20,3,1,2,3,2,1,0.08
"25036",2,32,0,4,2,1,2,3,3.23
"25037",2,54,5,3,2,2,3,3,4.26
"25038",1,35,8,3,1,4,3,2,0.24
"25039",2,27,1,4,1,1,3,1,2.44
"25040",1,46,5,2,1,2,3,2,7.21
"25041",2,29,4,3,1,2,3,3,3.84
"25042",1,38,5,1,2,2,3,1,4.97
"25043",1,18,5,4,1,2,3,2,3.66
"25044",1,45,8,1,2,2,3,2,3.39
"25045",2,48,4,3,1,4,3,2,4.49
"25046",1,53,4,2,1,1,3,1,2.84
"25047",2,22,9,3,1,4,2,2,5.57
"25048",2,48,6,1,2,1,3,2,3.49
"25049",2,55,3,4,2,3,1,1,4.67
"25050",1,44,5,4,2,1,2,2,0.42
"25051",1,33,9,4,1,2,1,1,3.14
"25052",2,77,8,2,1,4,3,1,6.04
"25053",1,53,3,1,2,3,1,1,3.29
"25054",2,52,2,4,2,2,3,2,5.59
"25055",2,45,7,2,1,4,1,2,1.85
"25056",1,33,3,2,2,1,3,2,0.29
"25057",2,65,0,1,1,3,3,2,3.23
"25058",2,18,8,2,1,3,3,2,3.62
"25059",2,48,4,1,2,2,2,1,4.65
"25060",1,39,6,1,1,2,2,1,3.38
"25061",1,18,4,2,1,3,1,2,1.58
"25062",2,34,4,2,1,4,3,1,4.02
"25063",2,44,7,3,1,3,3,2,2.94
"25064",1,18,4,3,2,4,1,2,3.26
"25065",1,62,3,3,2,3,3,2,4.38
"25066",1,41,5,4,2,1,2,2,3.88
"25067",1,47,4,4,1,2,1,2,3.72
"25068",1,36,10,3,2,3,3,2,3.95
"25069",1,51,9,2,1,1,3,2,5.44
"25070",2,42,11,2,1,1,3,1,3.01
"25071",1,25,5,4,2,1,3,1,1.87
"25072",2,41,6,1,2,1,3,3,1.39
"25073",1,26,2,2,1,2,3,2,0.08
"25074",1,57,8,4,2,2,3,2,4.12
"25075",1,60,6,4,2,3,1,2,4.3
"25076",1,61,7,4,2,1,3,2,3.54
"25077",1,18,12,1,2,4,2,1,1.7
"25078",2,42,1,2,2,2,3,1,0.54
"25079",2,68,6,3,1,4,1,1,4.43
"25080",1,50,4,4,1,2,3,2,4.09
"25081",2,62,6,4,2,3,3,2,2.23
"25082",1,40,8,2,2,1,3,2,0.88
"25083",1,65,0,2,2,4,1,1,3.71
"25084",1,30,4,3,1,2,2,3,5.45
"25085",2,44,5,2,2,1,2,2,0.08
"25086",1,70,3,2,1,4,3,2,2.73
"25087",1,55,4,3,2,1,1,3,4
"25088",2,80,7,1,2,3,3,1,2.65
"25089",2,23,1,3,2,2,2,2,3.55
"25090",2,24,5,3,2,2,1,3,2.67
"25091",1,36,5,4,2,2,1,2,3.4
"25092",1,54,7,1,2,1,2,1,1.18
"25093",2,31,3,3,2,4,1,2,2.91
"25094",1,36,6,1,1,1,3,2,1.12
"25095",1,56,1,3,1,2,3,1,1.38
"25096",2,38,4,3,2,1,1,2,4.33
"25097",1,61,6,1,2,3,2,2,3.44
"25098",2,36,4,3,2,4,3,1,1.24
"25099",1,45,7,1,1,1,3,1,3.36
"25100",1,53,7,2,1,3,3,1,2.42
"25101",2,48,4,1,2,2,3,2,0.26
"25102",1,55,3,1,2,1,1,1,5.07
"25103",2,64,7,2,1,1,3,2,2.03
"25104",2,47,10,3,1,2,1,2,3.69
"25105",2,18,5,4,2,2,1,1,2.98
"25106",2,53,5,3,2,2,1,2,2.49
"25107",1,31,4,2,2,3,3,2,4.9
"25108",1,39,10,3,1,2,3,1,2.13
"25109",2,47,3,3,1,3,3,2,3.72
"25110",1,22,7,1,1,2,1,1,3.54
"25111",1,49,7,4,2,3,3,1,1.88
"25112",2,40,2,1,2,1,3,3,4.23
"25113",1,35,6,2,2,1,1,3,3.57
"25114",1,22,9,1,1,2,3,1,6.26
"25115",2,63,3,2,1,3,3,2,4.51
"25116",1,42,7,1,2,1,3,3,1.27
"25117",1,29,7,1,2,2,3,2,4.67
"25118",1,29,1,2,2,2,3,1,1.66
"25119",2,34,5,3,1,1,3,3,2.84
"25120",1,35,8,2,2,3,3,3,4.11
"25121",1,59,4,1,2,2,2,2,3.25
"25122",2,69,2,1,2,1,1,1,0.08
"25123",1,34,3,1,1,1,1,3,2.94
"25124",1,23,2,2,1,2,1,2,2.22
"25125",1,53,6,3,2,3,2,2,2.69
"25126",2,41,10,4,2,2,3,1,1.59
"25127",1,18,3,4,2,2,2,1,4.32
"25128",1,26,6,3,1,2,3,2,1.73
"25129",2,37,5,4,2,2,2,1,4.56
"25130",1,22,4,1,1,2,1,1,3.93
"25131",2,55,7,1,1,3,3,2,0.08
"25132",1,64,4,3,2,3,3,2,2.07
"25133",1,73,6,1,2,1,2,2,3.06
"25134",1,57,3,3,2,2,3,2,0.68
"25135",2,31,11,2,2,2,3,2,2.35
"25136",1,70,7,2,2,1,3,3,6.64
"25137",1,36,6,2,1,2,3,2,4
"25138",2,29,6,2,2,2,3,2,5.39
"25139",2,49,6,1,1,1,3,2,2.22
"25140",1,32,1,1,2,1,3,2,5.19
"25141",1,65,8,4,2,4,3,1,2.42
"25142",1,53,4,1,2,2,3,2,1.8
"25143",1,61,5,4,2,2,2,2,1.56
"25144",2,29,2,1,2,3,2,2,3.61
"25145",2,37,9,2,1,2,3,1,3.5
"25146",1,46,1,2,2,3,3,2,3.93
"25147",1,33,1,1,2,1,1,2,2.54
"25148",2,26,6,1,1,1,3,2,2.72
"25149",1,42,3,1,2,3,3,2,2.96
"25150",2,46,4,1,2,2,1,1,2.6
"25151",1,36,10,1,2,2,2,1,1.74
"25152",1,51,3,2,1,2,1,1,3.14
"25153",1,51,5,3,2,1,3,2,3.54
"25154",2,51,5,2,2,3,3,1,2.49
"25155",1,57,7,3,2,1,3,2,1.23
"25156",2,26,4,4,2,2,3,2,0.08
"25157",1,73,0,3,2,1,2,2,3.31
"25158",1,29,5,1,1,3,3,3,4.56
"25159",1,37,10,2,2,2,3,3,3.24
"25160",1,34,3,2,2,1,2,3,6.29
"25161",1,28,8,3,2,4,3,2,2.85
"25162",2,40,5,1,1,2,2,1,0.78
"25163",1,73,4,1,1,4,2,1,0.61
"25164",1,37,7,3,2,2,3,3,4.6
"25165",1,27,2,2,2,3,2,2,5.79
"25166",2,71,7,1,1,3,3,1,2.52
"25167",2,18,5,3,1,3,2,1,0.83
"25168",2,61,7,1,2,3,3,3,2.34
"25169",1,73,4,2,2,3,1,1,4.15
"25170",1,30,1,3,2,1,3,3,3.27
"25171",1,48,6,3,1,1,3,1,2
"25172",1,33,1,2,2,1,3,2,5.63
"25173",1,78,8,4,1,2,3,3,5.82
"25174",2,47,6,1,2,2,2,3,3.34
"25175",2,58,3,1,1,2,3,2,1.08
"25176",1,49,0,4,2,2,3,2,3.62
"25177",1,39,4,3,2,2,3,1,3.08
"25178",1,45,5,3,1,3,3,3,3.27
"25179",1,35,6,1,2,2,3,2,2.59
"25180",1,30,6,2,2,2,1,2,3.23
"25181",1,43,7,2,2,2,3,1,3.24
"25182",1,58,4,2,2,2,1,2,3.71
"25183",1,56,2,2,2,2,3,2,1.96
"25184",2,47,4,4,1,2,2,2,0.43
"25185",1,58,8,3,2,3,2,1,4.4
"25186",1,33,8,2,2,1,1,2,1.89
"25187",2,18,6,2,2,1,3,2,3.29
"25188",2,23,5,3,2,1,3,3,2.59
"25189",2,75,5,2,2,2,3,1,3.03
"25190",1,43,1,2,2,2,2,3,3.08
"25191",2,54,3,3,2,2,3,2,4.19
"25192",2,30,2,2,2,1,3,2,2.52
"25193",2,35,1,4,2,3,2,2,3.74
"25194",2,23,5,3,2,4,3,1,2.69
"25195",1,51,7,4,1,3,3,2,0.89
"25196",1,75,6,2,2,2,3,1,6.02
"25197",1,37,1,3,2,3,2,2,5.45
"25198",1,23,5,3,2,3,3,3,4.72
"25199",1,45,1,2,2,2,3,3,1.67
"25200",1,48,4,1,1,2,3,2,1.32
"25201",1,22,5,4,1,2,1,1,1.63
"25202",1,39,7,4,1,2,2,2,4.94
"25203",2,49,4,1,2,2,2,1,3.79
"25204",2,41,1,4,2,4,2,2,3.93
"25205",1,35,8,1,2,1,3,2,4.71
"25206",2,37,10,4,2,2,3,1,2.37
"25207",2,18,5,3,2,3,1,1,3.94
"25208",2,49,5,2,1,1,2,3,4.7
"25209",1,40,9,2,2,3,3,2,1.58
"25210",1,66,6,1,2,2,1,2,3.81
"25211",2,37,1,2,2,3,3,3,2.94
"25212",1,33,8,2,2,3,3,1,2.78
"25213",1,24,0,4,1,2,1,3,2.46
"25214",1,21,10,1,1,1,3,1,3.74
"25215",2,57,3,3,2,3,3,2,4.09
"25216",2,42,6,4,2,2,3,1,0.27
"25217",1,38,6,4,1,2,3,1,1.24
"25218",2,79,0,1,2,3,2,2,3.87
"25219",1,48,3,2,2,1,1,1,2.84
"25220",1,77,7,2,2,4,2,3,2.46
"25221",2,31,0,1,1,2,2,2,0.65
"25222",1,50,1,1,1,1,3,2,2.13
"25223",2,48,1,1,1,1,3,2,4.78
"25224",1,50,5,1,2,2,1,1,1.45
"25225",2,55,3,3,2,3,1,2,3.59
"25226",1,57,5,1,1,4,3,2,2.43
"25227",1,50,10,2,2,3,2,1,3.86
"25228",2,61,5,2,1,3,3,3,1.26
"25229",2,40,3,1,2,3,1,1,2.92
"25230",2,31,5,3,2,3,1,3,0.08
"25231",1,57,5,3,2,1,3,3,1.09
"25232",1,23,0,4,2,3,3,2,4.98
"25233",1,43,8,3,2,3,1,1,0.08
"25234",1,60,8,2,2,2,3,3,3.19
"25235",2,38,1,2,2,2,2,2,5.19
"25236",1,36,2,2,2,2,1,2,5.69
"25237",2,18,0,4,1,3,3,1,0.69
"25238",1,47,6,3,2,1,3,2,2.48
"25239",2,45,3,3,1,4,2,2,4.22
"25240",1,31,8,1,2,2,3,1,0.08
"25241",2,39,0,2,1,2,1,3,2.58
"25242",1,46,5,3,1,3,3,2,0.22
"25243",2,53,4,1,1,3,3,1,5.14
"25244",1,66,8,1,2,1,1,2,4.34
"25245",2,18,3,2,2,4,3,1,0.26
"25246",1,18,8,3,2,2,3,2,5.52
"25247",2,48,1,4,2,3,3,2,2.49
"25248",2,56,7,2,2,2,3,2,4.18
"25249",1,22,5,4,2,1,3,1,3.58
"25250",1,46,3,2,2,3,3,2,1.46
"25251",2,53,13,2,2,1,3,2,3.21
"25252",1,54,7,2,1,2,3,1,3.84
"25253",1,44,5,1,2,4,2,2,3.02
"25254",2,73,2,2,2,3,3,1,1.78
"25255",2,18,10,2,2,3,2,2,4.49
"25256",1,45,4,1,2,4,3,2,2.38
"25257",1,58,5,1,1,2,1,2,4.17
"25258",1,62,4,3,1,3,3,2,4.64
"25259",2,42,7,3,1,2,3,1,3.39
"25260",2,30,7,1,2,2,3,1,3.04
"25261",2,39,3,1,1,1,3,1,3.64
"25262",1,54,5,3,2,3,2,2,5.72
"25263",2,34,4,1,1,3,2,3,3
"25264",2,57,5,2,2,3,3,1,4.04
"25265",2,35,5,3,2,2,3,3,2.21
"25266",2,64,10,4,2,4,2,1,3.96
"25267",2,39,4,2,2,3,2,2,1.35
"25268",1,18,4,4,1,2,3,2,4.95
"25269",2,71,3,3,2,2,2,3,0.08
"25270",2,22,6,3,2,1,3,1,2.85
"25271",1,49,3,4,1,3,2,2,5.32
"25272",2,33,9,3,1,3,3,3,0.61
"25273",1,38,1,1,2,1,3,1,1.79
"25274",1,47,2,1,2,2,3,3,1.33
"25275",1,18,1,2,2,3,1,3,2.61
"25276",1,22,4,2,2,2,3,1,5.14
"25277",2,36,7,2,1,2,3,2,3.7
"25278",2,37,3,3,2,1,3,1,0.79
"25279",2,56,3,2,2,3,3,1,1.77
"25280",1,33,7,3,1,4,3,2,5.69
"25281",1,40,6,1,1,1,1,2,1.62
"25282",1,40,4,3,2,4,3,1,3.72
"25283",1,38,8,3,2,4,1,1,2.53
"25284",2,41,5,4,2,3,3,1,2.9
"25285",1,39,8,4,2,3,3,1,4.95
"25286",2,35,5,4,1,3,3,1,0.54
"25287",1,38,5,3,2,2,3,3,3.45
"25288",1,77,4,4,2,2,2,3,5.09
"25289",2,57,8,3,2,1,2,1,4.36
"25290",1,50,8,1,2,3,3,2,3.85
"25291",1,37,7,3,2,3,3,2,1.39
"25292",1,45,6,2,2,3,3,2,2.28
"25293",2,54,6,3,2,3,2,2,3.35
"25294",2,51,6,1,2,2,3,2,3.42
"25295",2,32,4,1,1,1,3,1,2.29
"25296",1,22,4,2,2,3,1,1,1.17
"25297",1,23,0,2,2,4,3,3,1.36
"25298",1,33,5,2,2,2,3,3,0.96
"25299",1,26,4,2,2,3,3,1,2.11
"25300",1,52,2,3,2,3,3,1,0.28
"25301",1,32,2,2,1,3,3,2,3.54
"25302",2,18,2,3,2,4,3,3,1.18
"25303",2,49,7,4,2,4,2,3,4.58
"25304",1,55,11,2,1,2,1,2,2.53
"25305",2,41,2,2,2,3,1,3,6.72
"25306",2,69,4,4,2,2,1,1,3.73
"25307",1,37,8,1,2,1,1,2,3.4
"25308",2,43,3,1,2,2,3,2,6.08
"25309",2,55,1,1,2,2,3,2,5.61
"25310",2,54,7,3,2,4,3,2,1.74
"25311",1,40,7,4,1,3,3,3,3.39
"25312",2,60,8,2,2,3,3,2,0.78
"25313",1,49,7,2,2,2,3,2,4.34
"25314",1,36,4,2,2,3,3,3,0.93
"25315",1,41,3,1,2,3,1,2,0.62
"25316",1,30,8,3,2,3,3,2,2.21
"25317",1,46,4,3,2,2,1,2,1.96
"25318",2,29,6,3,2,4,3,1,2.61
"25319",2,35,6,3,1,3,1,1,5.16
"25320",1,49,3,3,1,3,2,1,2.67
"25321",1,39,6,1,1,2,1,3,0.53
"25322",1,30,2,3,2,1,2,2,3.86
"25323",2,18,1,3,1,2,1,2,5.07
"25324",1,18,6,2,2,3,3,1,3.83
"25325",2,56,5,2,2,2,2,3,5.27
"25326",1,33,4,4,2,2,3,2,0.53
"25327",1,46,9,1,1,4,2,2,3.28
"25328",2,32,2,1,2,2,3,2,4.69
"25329",1,48,1,3,1,4,2,2,3.15
"25330",2,46,5,2,2,1,2,2,6.54
"25331",1,33,3,1,1,4,3,3,6.16
"25332",1,24,7,4,2,2,3,1,4.21
"25333",1,28,5,4,1,2,1,2,3.19
"25334",1,76,5,1,1,1,3,1,6.36
"25335",2,43,4,2,1,4,3,1,2.63
"25336",2,58,7,2,1,3,1,2,1.75
"25337",1,18,4,1,2,1,3,2,4.76
"25338",2,44,2,2,2,1,3,2,2.22
"25339",1,33,9,2,2,2,1,1,2.59
"25340",2,49,2,3,2,1,3,2,2.1
"25341",1,55,9,2,2,2,3,3,3.53
"25342",2,45,5,2,2,2,3,1,4.03
"25343",1,31,9,1,1,3,2,2,4
"25344",1,32,4,2,2,3,3,2,3.22
"25345",1,56,5,2,2,2,3,1,0.22
"25346",2,50,5,2,2,1,3,1,1.39
"25347",1,55,5,3,2,3,3,1,0.62
"25348",2,39,4,3,2,1,3,1,3.86
"25349",1,38,6,1,2,2,1,1,5.26
"25350",1,55,7,3,1,3,3,2,3.39
"25351",2,72,2,1,2,3,3,2,2.29
"25352",2,46,8,4,1,3,3,1,3.32
"25353",1,22,10,1,2,2,2,1,3
"25354",1,37,6,2,2,2,3,2,5.35
"25355",1,37,10,2,2,3,1,2,1.94
"25356",2,51,5,1,2,4,3,2,3.66
"25357",1,55,3,2,1,3,3,2,5.79
"25358",1,33,3,4,1,3,1,3,3.6
"25359",1,53,4,1,2,3,1,2,5.26
"25360",2,56,6,4,2,4,3,1,1.58
"25361",1,18,3,2,2,3,3,3,4.1
"25362",1,53,12,3,2,1,2,2,2.89
"25363",1,40,7,4,2,4,3,2,2.35
"25364",1,48,4,1,1,1,2,1,3.69
"25365",1,41,6,4,2,3,3,1,5.8
"25366",1,46,6,2,2,1,3,3,2.64
"25367",2,28,6,1,2,2,3,2,0.65
"25368",2,29,5,1,2,2,1,2,1.66
"25369",1,19,5,1,1,3,3,3,2.11
"25370",1,54,6,3,2,4,2,2,3.39
"25371",1,42,2,3,2,3,3,2,5.16
"25372",1,32,4,3,2,3,3,2,1.59
"25373",1,35,5,1,1,2,3,2,4.38
"25374",1,52,4,1,1,3,3,1,2.17
"25375",2,41,6,3,2,1,2,2,1.75
"25376",2,50,2,1,2,2,2,2,3.61
"25377",1,39,8,1,2,3,3,2,4.06
"25378",1,22,6,1,2,3,3,2,0.21
"25379",2,58,5,4,1,4,2,2,3.84
"25380",2,53,4,3,1,3,2,2,4.1
"25381",2,56,7,2,2,3,1,2,0.92
"25382",1,47,3,3,2,1,1,1,2.93
"25383",1,40,5,3,2,2,3,2,2.61
"25384",1,45,4,2,1,3,3,2,2.02
"25385",2,63,8,1,2,4,2,1,2.51
"25386",1,32,4,3,1,1,3,2,4.78
"25387",2,52,6,3,2,3,3,1,3.76
"25388",2,23,11,4,2,2,3,2,1.54
"25389",2,26,11,4,1,3,1,2,3.77
"25390",2,53,6,2,1,2,3,2,3.73
"25391",2,38,4,2,2,3,3,3,3.92
"25392",1,39,5,2,2,2,3,2,3.69
"25393",2,47,1,4,2,2,1,3,3.19
"25394",2,54,6,2,2,3,2,1,5.25
"25395",2,36,5,3,2,2,2,2,4.94
"25396",2,62,5,3,2,3,3,2,4.26
"25397",1,21,7,3,2,2,3,1,4.04
"25398",2,31,7,2,2,4,3,3,1.98
"25399",2,29,6,1,2,3,3,2,3.15
"25400",1,36,10,1,1,2,1,1,0.73
"25401",1,37,2,2,2,2,2,2,5
"25402",1,49,7,1,2,2,1,2,3.71
"25403",1,31,8,3,2,4,3,2,2.47
"25404",2,40,5,2,1,2,2,3,3.03
"25405",2,71,6,3,2,1,3,1,3.29
"25406",1,39,5,1,2,2,3,1,4.07
"25407",2,18,0,3,2,4,3,2,1.53
"25408",1,49,8,2,2,2,3,1,4.9
"25409",1,37,4,1,1,3,3,1,3.18
"25410",1,35,0,2,2,1,1,1,5.17
"25411",1,43,3,2,2,3,3,1,4.54
"25412",2,37,6,2,2,3,2,2,4.5
"25413",2,72,4,1,2,3,2,2,4.13
"25414",1,35,8,2,2,2,2,2,1.34
"25415",2,31,8,2,2,2,3,2,3.06
"25416",2,44,4,3,2,2,3,1,4.12
"25417",1,48,9,3,1,3,1,1,3.24
"25418",2,19,0,3,2,1,3,1,1.01
"25419",2,43,4,3,2,1,3,3,4.67
"25420",2,21,2,2,2,1,3,1,5.57
"25421",1,52,7,2,2,3,3,1,2.11
"25422",2,61,4,4,2,4,2,3,2.11
"25423",1,56,5,2,2,3,1,3,2.53
"25424",2,77,7,4,2,1,3,1,3.53
"25425",1,48,4,2,2,2,1,3,4.69
"25426",2,51,7,3,1,1,3,2,4.79
"25427",2,37,2,3,2,1,3,1,3.5
"25428",1,44,4,4,1,2,2,3,0.3
"25429",1,39,1,1,2,2,1,2,1.1
"25430",2,28,3,2,1,3,3,1,2.28
"25431",1,41,4,1,2,2,2,3,0.98
"25432",2,35,8,1,2,2,3,2,0.21
"25433",1,29,3,1,2,2,3,3,1.06
"25434",1,52,6,3,2,1,3,1,1.1
"25435",2,61,3,2,2,2,2,1,0.68
"25436",2,66,5,2,1,1,3,2,4.1
"25437",1,48,3,4,1,3,3,3,3.39
"25438",1,41,2,2,1,1,3,2,0.35
"25439",2,30,4,3,2,2,3,3,1.27
"25440",1,69,7,4,1,2,2,2,3.92
"25441",1,48,7,2,1,1,2,2,7.17
"25442",1,18,4,3,2,2,3,3,1.63
"25443",1,21,3,1,2,3,2,1,3.76
"25444",1,32,4,2,2,2,3,2,4.48
"25445",1,18,4,1,2,1,2,2,2.17
