"","Gender","DriverAge","CarAge","Area","Leasing","Power","Fract","Contract","Exposure","Predicted"
"27896","F",40,3,"Countryside low","Yes","Low","Quarterly","Intermediate",4.15,0.0126710616499604
"27897","F",55,2,"Coutryside high","No","Normal","Yearly","Basic",4.09,0.014477850677975
"27898","F",51,6,"Urban","No","Low","Yearly","Intermediate",3.74,0.01453706327576
"27899","M",47,8,"Countryside low","No","Normal","Yearly","Intermediate",0.55,0.0140252179424981
"27900","M",33,6,"Urban","Yes","Intermediate","Yearly","Basic",1.15,0.033541216494595
"27901","F",22,2,"Coutryside high","No","Intermediate","Quarterly","Intermediate",3.25,0.0273585475229915
"27902","F",34,6,"Countryside low","Yes","High","Yearly","Intermediate",4.22,0.0187695352318741
"27903","F",47,7,"Suburban","Yes","Intermediate","Yearly","Intermediate",3.15,0.0187583619797899
"27904","M",38,5,"Coutryside high","No","Normal","Quarterly","Full",4.96,0.0276640495291839
"27905","F",61,5,"Countryside low","Yes","Normal","Monthly","Full",0.61,0.0145515477076287
"27906","M",55,4,"Countryside low","No","Normal","Yearly","Full",3.47,0.0164644813172212
"27907","F",52,7,"Urban","No","Low","Quarterly","Intermediate",5.53,0.0157531469147894
"27908","M",38,4,"Suburban","No","Intermediate","Yearly","Full",3.74,0.0273431313495279
"27909","F",28,2,"Urban","Yes","Normal","Yearly","Full",0.2,0.0345765865878376
"27910","M",50,5,"Countryside low","No","Normal","Quarterly","Intermediate",4.27,0.0148323723660175
"27911","M",42,4,"Coutryside high","Yes","Low","Yearly","Intermediate",3.61,0.024142032913356
"27912","F",60,6,"Suburban","No","Normal","Quarterly","Full",3.26,0.0184031046676333
"27913","M",18,2,"Countryside low","No","Normal","Yearly","Intermediate",2.09,0.0201303919184635
"27914","F",39,2,"Urban","No","Low","Monthly","Full",0.54,0.0215444061009909
"27915","M",44,4,"Urban","No","Intermediate","Monthly","Basic",2.01,0.0321127400558447
"27916","M",63,4,"Urban","No","Intermediate","Yearly","Full",3.3,0.0259360700450383
"27917","M",43,1,"Coutryside high","No","Normal","Yearly","Full",2.67,0.0275247683808703
"27918","M",20,3,"Countryside low","Yes","Intermediate","Yearly","Intermediate",0.92,0.0269470762827759
"27919","M",45,6,"Countryside low","Yes","Normal","Quarterly","Full",1.37,0.0183656503726991
"27920","F",39,3,"Coutryside high","No","Normal","Yearly","Intermediate",2.63,0.0169782502280608
"27921","M",44,4,"Suburban","Yes","Intermediate","Yearly","Intermediate",6.55,0.0277076471191142
"27922","M",39,7,"Countryside low","No","Intermediate","Yearly","Full",2.64,0.0189815752420253
"27923","F",53,2,"Urban","No","High","Yearly","Intermediate",3.6,0.0210529487368493
"27924","M",18,6,"Urban","No","Intermediate","Yearly","Basic",4.82,0.0300140348260991
"27925","M",40,4,"Countryside low","Yes","Intermediate","Monthly","Intermediate",4.34,0.0200090238628942
"27926","M",55,6,"Urban","No","Normal","Quarterly","Full",2.79,0.0268377550829643
"27927","M",56,3,"Countryside low","No","Normal","Quarterly","Intermediate",3.13,0.0146963289126144
"27928","F",18,2,"Countryside low","No","Normal","Quarterly","Basic",1.82,0.0156811757146341
"27929","M",53,6,"Suburban","No","High","Yearly","Intermediate",5.45,0.0212407516748238
"27930","M",18,5,"Countryside low","Yes","Normal","Quarterly","Full",2.56,0.0244776036898601
"27931","F",60,3,"Urban","Yes","Normal","Yearly","Basic",2.18,0.0193192523152139
"27932","M",57,10,"Urban","No","Normal","Yearly","Basic",4.58,0.0175886666320722
"27933","F",45,6,"Suburban","Yes","Normal","Quarterly","Intermediate",3.81,0.0216619879429198
"27934","F",60,5,"Countryside low","Yes","Low","Yearly","Intermediate",2.93,0.0121568746209003
"27935","F",36,5,"Coutryside high","No","Intermediate","Yearly","Basic",0.95,0.0168357954781712
"27936","F",35,9,"Urban","No","Normal","Quarterly","Intermediate",2.4,0.0257585779654022
"27937","F",43,7,"Suburban","No","Low","Quarterly","Full",1.14,0.0149229140180645
"27938","M",38,4,"Urban","No","Intermediate","Monthly","Intermediate",4.38,0.0384666225937726
"27939","M",59,2,"Countryside low","No","Normal","Monthly","Intermediate",3.12,0.0160463643281684
"27940","F",40,3,"Urban","Yes","Intermediate","Yearly","Full",3.16,0.0322691533373104
"27941","M",57,7,"Countryside low","No","Normal","Monthly","Basic",2.98,0.014376253239456
"27942","F",49,5,"Countryside low","Yes","Intermediate","Yearly","Basic",3.27,0.0142882264263741
"27943","M",41,2,"Coutryside high","No","Intermediate","Yearly","Basic",3.73,0.0226894710806705
"27944","F",42,3,"Suburban","No","Intermediate","Yearly","Intermediate",1.94,0.0167052108952125
"27945","M",61,4,"Urban","Yes","Low","Yearly","Intermediate",0.8,0.0230112429102752
"27946","M",40,9,"Countryside low","No","Intermediate","Yearly","Intermediate",3.56,0.0152559582560144
"27947","M",55,2,"Suburban","No","Normal","Yearly","Intermediate",2.13,0.0186659259839483
"27948","M",47,7,"Suburban","No","Low","Yearly","Intermediate",5.11,0.0159279210607558
"27949","M",55,0,"Countryside low","No","Normal","Yearly","Intermediate",3.65,0.0151133109715331
"27950","M",47,4,"Countryside low","No","Normal","Yearly","Intermediate",1.22,0.0149891321393708
"27951","M",36,11,"Coutryside high","Yes","Normal","Yearly","Basic",2.91,0.0238353983482698
"27952","F",26,2,"Urban","No","Low","Quarterly","Intermediate",2.34,0.0206568585620594
"27953","F",54,5,"Suburban","No","Intermediate","Quarterly","Intermediate",3.97,0.0197498423678821
"27954","F",21,4,"Urban","No","Intermediate","Yearly","Intermediate",3.42,0.0241129325361572
"27955","F",57,3,"Suburban","Yes","Low","Quarterly","Full",3.34,0.0289424410181517
"27956","M",58,5,"Countryside low","Yes","Low","Yearly","Intermediate",1.92,0.01487690869089
"27957","F",18,2,"Suburban","No","Intermediate","Monthly","Full",1.69,0.0431155774241942
"27958","M",41,1,"Urban","Yes","Normal","Yearly","Full",2.27,0.0403357395335068
"27959","F",35,9,"Suburban","Yes","Normal","Quarterly","Basic",1.87,0.02044670594924
"27960","M",61,4,"Urban","No","Normal","Quarterly","Full",4.32,0.0263934499329658
"27961","F",60,7,"Suburban","No","Normal","Quarterly","Full",5.16,0.0181365203854505
"27962","M",43,5,"Urban","Yes","Low","Yearly","Intermediate",4.24,0.0269442549175413
"27963","M",59,5,"Suburban","No","Low","Yearly","Intermediate",1.47,0.0150082428110918
"27964","M",63,6,"Suburban","Yes","Intermediate","Yearly","Basic",4.72,0.0206261370442526
"27965","M",39,7,"Suburban","No","Intermediate","Monthly","Intermediate",4.17,0.0288999510485568
"27966","F",44,5,"Coutryside high","Yes","Intermediate","Yearly","Full",2.75,0.0258745964396422
"27967","F",45,8,"Suburban","Yes","Normal","Monthly","Intermediate",0.08,0.0241310908178392
"27968","F",50,2,"Coutryside high","No","Normal","Yearly","Full",3.74,0.0187346363958082
"27969","M",32,2,"Urban","No","Intermediate","Quarterly","Intermediate",2.1,0.036558592338503
"27970","F",34,9,"Coutryside high","No","Normal","Yearly","Basic",3.95,0.0150471682829126
"27971","F",75,5,"Suburban","No","Low","Yearly","Intermediate",3.63,0.0114424487587181
"27972","F",54,6,"Urban","No","Normal","Yearly","Full",1.61,0.0189390965860441
"27973","M",27,4,"Urban","Yes","Normal","Yearly","Intermediate",3.5,0.0365735935165305
"27974","M",52,3,"Suburban","Yes","High","Yearly","Intermediate",4.89,0.0299963329414679
"27975","M",25,7,"Suburban","No","Low","Yearly","Intermediate",3.73,0.0193886597032557
"27976","M",26,1,"Suburban","No","Low","Yearly","Intermediate",3.28,0.0219285765309888
"27977","F",21,6,"Suburban","No","Low","Quarterly","Full",2.32,0.0177516644108453
"27978","F",27,10,"Urban","Yes","Intermediate","Quarterly","Basic",2.5,0.025377842351981
"27979","F",43,7,"Coutryside high","No","Normal","Monthly","Full",0.26,0.0238511418204913
"27980","M",55,6,"Countryside low","Yes","Intermediate","Yearly","Intermediate",3.81,0.0178887862952917
"27981","M",46,4,"Countryside low","No","Normal","Yearly","Intermediate",2.93,0.0151052173911678
"27982","M",50,3,"Urban","No","Normal","Yearly","Basic",2.31,0.0218774512058863
"27983","F",36,6,"Urban","No","Normal","Quarterly","Intermediate",0.3,0.027048462396434
"27984","M",65,8,"Urban","No","Normal","Yearly","Basic",2.78,0.0170552647563899
"27985","M",50,7,"Suburban","No","Intermediate","Monthly","Intermediate",1.43,0.0259339658081011
"27986","M",36,4,"Coutryside high","Yes","Normal","Monthly","Intermediate",2.46,0.0362534543199609
"27987","M",57,4,"Suburban","No","Intermediate","Yearly","Intermediate",2.53,0.0186789928459101
"27988","F",56,5,"Coutryside high","No","Low","Monthly","Full",5.94,0.0156140979115784
"27989","F",42,7,"Countryside low","Yes","Normal","Yearly","Basic",2.73,0.0138785416103374
"27990","F",53,7,"Coutryside high","No","Normal","Yearly","Basic",3.68,0.013567074965228
"27991","F",23,4,"Urban","No","Low","Yearly","Intermediate",3.89,0.0191744660818224
"27992","M",54,5,"Urban","Yes","Low","Monthly","Basic",1.49,0.0390718540820672
"27993","F",55,3,"Suburban","No","Intermediate","Yearly","Intermediate",4.28,0.0150215322247611
"27994","F",58,5,"Coutryside high","No","High","Yearly","Intermediate",1.22,0.0165356841841672
"27995","M",39,8,"Coutryside high","No","Intermediate","Quarterly","Basic",1.6,0.0223491704105135
"27996","F",24,10,"Coutryside high","No","Low","Quarterly","Intermediate",4.97,0.0161480944305616
"27997","M",18,8,"Urban","No","Low","Yearly","Intermediate",5.56,0.0246896453515885
"27998","M",65,9,"Countryside low","Yes","Intermediate","Yearly","Intermediate",1.5,0.0154902803695273
"27999","M",42,3,"Coutryside high","No","Low","Yearly","Intermediate",3.92,0.0189425670052992
"28000","M",28,10,"Countryside low","Yes","High","Quarterly","Intermediate",0.74,0.036145737690408
"28001","F",55,6,"Suburban","Yes","Low","Yearly","Intermediate",2.93,0.0148924160711009
"28002","F",64,5,"Countryside low","No","Normal","Yearly","Basic",4.42,0.0110196767909074
"28003","M",58,5,"Urban","No","High","Quarterly","Basic",4.27,0.0443569409710665
"28004","F",41,9,"Suburban","Yes","Low","Quarterly","Full",4.01,0.029525656128058
"28005","F",28,2,"Coutryside high","Yes","Normal","Monthly","Intermediate",2.92,0.0331683634180526
"28006","M",50,5,"Urban","No","Intermediate","Quarterly","Full",5.92,0.0290167691343743
"28007","F",23,9,"Countryside low","No","Intermediate","Yearly","Intermediate",2.97,0.0138968203407606
"28008","F",58,5,"Urban","No","Intermediate","Yearly","Intermediate",4.38,0.0165858254565403
"28009","M",25,4,"Urban","No","Low","Quarterly","Intermediate",0.91,0.0246766953576194
"28010","F",18,2,"Coutryside high","No","Normal","Yearly","Full",2.28,0.0256853912230969
"28011","M",33,2,"Countryside low","No","Intermediate","Monthly","Basic",2.29,0.0179283479822969
"28012","F",28,6,"Countryside low","No","Intermediate","Monthly","Full",4.3,0.0164069471068916
"28013","M",18,8,"Countryside low","No","High","Yearly","Intermediate",2.33,0.0215350127415144
"28014","M",21,9,"Suburban","No","Normal","Monthly","Full",3.66,0.0344565345634454
"28015","F",46,9,"Suburban","Yes","Low","Quarterly","Basic",4.06,0.0254352248498809
"28016","M",29,5,"Countryside low","Yes","Normal","Yearly","Basic",1.51,0.0207443348184801
"28017","M",30,8,"Countryside low","No","Low","Quarterly","Intermediate",4.31,0.0130636909781556
"28018","F",52,2,"Suburban","No","Intermediate","Yearly","Basic",5.96,0.0149325862609897
"28019","F",33,6,"Countryside low","No","Normal","Yearly","Full",6.2,0.0149184262130408
"28020","M",20,2,"Suburban","No","High","Monthly","Basic",0.62,0.0380232329816954
"28021","M",25,6,"Suburban","No","Intermediate","Yearly","Basic",4.24,0.0230226223732053
"28022","F",41,2,"Countryside low","Yes","Normal","Monthly","Intermediate",2.33,0.0166971013190659
"28023","M",53,2,"Countryside low","No","Low","Quarterly","Intermediate",2.69,0.0124578020522056
"28024","F",26,2,"Suburban","No","Low","Yearly","Intermediate",2.31,0.0162856933425233
"28025","F",29,0,"Suburban","No","Intermediate","Yearly","Intermediate",2.81,0.0200424716127925
"28026","M",53,6,"Countryside low","No","Normal","Yearly","Intermediate",2.09,0.0138837065744757
"28027","M",18,6,"Urban","No","Intermediate","Yearly","Basic",6.69,0.0300140348260991
"28028","M",33,2,"Countryside low","No","Normal","Yearly","Intermediate",0.08,0.0174950307872009
"28029","F",18,6,"Countryside low","Yes","Low","Yearly","Intermediate",2.87,0.0158557805671913
"28030","M",69,8,"Urban","Yes","Low","Yearly","Intermediate",1.59,0.0194549948626951
"28031","F",52,5,"Coutryside high","Yes","Intermediate","Yearly","Basic",5.39,0.0185784089758663
"28032","M",33,4,"Coutryside high","No","High","Quarterly","Intermediate",1.03,0.0304650780936232
"28033","M",39,7,"Suburban","No","Normal","Yearly","Intermediate",4.62,0.0195077657869314
"28034","M",35,7,"Urban","No","Normal","Yearly","Full",2.37,0.0299425756097876
"28035","M",35,4,"Countryside low","No","Normal","Monthly","Full",5.84,0.01927667947094
"28036","M",31,3,"Suburban","No","Low","Yearly","Full",2.33,0.0242523626535449
"28037","M",49,3,"Urban","Yes","Intermediate","Yearly","Full",0.27,0.0385449697796009
"28038","F",30,10,"Urban","No","Intermediate","Yearly","Full",4.04,0.0233928143101676
"28039","F",36,1,"Suburban","Yes","Normal","Quarterly","Intermediate",0.08,0.0261221184409044
"28040","F",32,6,"Urban","No","Normal","Yearly","Basic",4.94,0.0183084585970173
"28041","M",50,5,"Urban","Yes","Normal","Monthly","Basic",3.92,0.0327207412454742
"28042","F",45,8,"Urban","No","Normal","Quarterly","Basic",7.11,0.0220162951702
"28043","F",60,5,"Urban","No","Normal","Yearly","Intermediate",2.72,0.0154457857630433
"28044","F",39,4,"Suburban","No","Normal","Yearly","Intermediate",2.7,0.0158981822346351
"28045","M",38,5,"Countryside low","No","Intermediate","Monthly","Intermediate",2.41,0.0175448948900428
"28046","M",43,10,"Urban","No","Normal","Yearly","Intermediate",2.49,0.0212724982056073
"28047","M",30,5,"Urban","No","Intermediate","Yearly","Full",1.93,0.0347446698720877
"28048","M",31,4,"Suburban","No","Intermediate","Quarterly","Basic",2.75,0.0258715970915035
"28049","M",39,3,"Suburban","Yes","Normal","Monthly","Intermediate",3.62,0.0351276515422408
"28050","M",42,7,"Coutryside high","No","Normal","Monthly","Intermediate",4.51,0.0293372382529289
"28051","M",38,0,"Urban","No","Intermediate","Yearly","Full",3.51,0.0357614002972018
"28052","M",29,4,"Urban","No","Normal","Monthly","Intermediate",1.33,0.0440608002406338
"28053","F",27,7,"Suburban","Yes","Intermediate","Yearly","Intermediate",2.25,0.0227997071544476
"28054","F",38,1,"Coutryside high","Yes","Normal","Yearly","Basic",4.78,0.0217830338813592
"28055","F",30,8,"Suburban","No","Intermediate","Monthly","Basic",2.09,0.0238398130292906
"28056","M",56,11,"Coutryside high","No","Intermediate","Yearly","Intermediate",2.67,0.0171492936693813
"28057","M",61,3,"Countryside low","Yes","Normal","Monthly","Intermediate",3.02,0.0167282331907742
"28058","M",38,4,"Urban","Yes","Normal","Monthly","Full",3.79,0.0444758297070165
"28059","M",32,3,"Urban","No","Intermediate","Monthly","Basic",1.46,0.0377228644645755
"28060","F",54,8,"Suburban","Yes","Low","Yearly","Basic",5.79,0.0138943504151332
"28061","M",59,4,"Urban","Yes","Normal","Yearly","Basic",3.11,0.0255970076570589
"28062","F",48,6,"Suburban","No","Normal","Yearly","Intermediate",2.06,0.014320593844058
"28063","F",54,4,"Suburban","No","High","Monthly","Intermediate",3.77,0.0418356332865065
"28064","M",54,1,"Suburban","Yes","Normal","Monthly","Basic",2,0.0281001442926536
"28065","F",69,5,"Countryside low","No","Low","Yearly","Intermediate",2.74,0.0105361147396794
"28066","M",46,8,"Suburban","Yes","Normal","Quarterly","Full",3.75,0.0264918594942344
"28067","F",22,5,"Suburban","No","Intermediate","Quarterly","Full",2.29,0.0253824348508261
"28068","M",66,5,"Coutryside high","Yes","Intermediate","Yearly","Basic",4.33,0.0216129875718116
"28069","M",32,6,"Urban","No","Normal","Yearly","Intermediate",2.23,0.0260060643760068
"28070","M",56,2,"Coutryside high","No","Normal","Yearly","Full",4.79,0.0236229339161777
"28071","M",65,3,"Coutryside high","No","Low","Monthly","Basic",4.47,0.0160367724447649
"28072","M",30,6,"Urban","No","Intermediate","Monthly","Basic",1.79,0.0357804577031395
"28073","M",49,9,"Countryside low","No","Intermediate","Monthly","Full",2.58,0.0159182063279978
"28074","F",82,11,"Countryside low","Yes","Intermediate","Monthly","Intermediate",2.16,0.0218219685493151
"28075","F",43,7,"Countryside low","No","Normal","Yearly","Basic",1.49,0.0118088810062738
"28076","M",70,7,"Suburban","No","Low","Yearly","Basic",1.94,0.0129449530657945
"28077","M",31,1,"Countryside low","No","High","Yearly","Full",3.79,0.0269650883165593
"28078","F",41,9,"Urban","No","Normal","Yearly","Intermediate",4.21,0.0167757003185917
"28079","F",59,5,"Coutryside high","Yes","Low","Monthly","Intermediate",3.83,0.0288419682750691
"28080","F",48,6,"Urban","No","High","Yearly","Intermediate",3,0.0202313345786166
"28081","M",53,9,"Urban","No","Intermediate","Monthly","Intermediate",3.26,0.028886098845368
"28082","F",36,4,"Urban","No","Intermediate","Yearly","Full",2.75,0.0252507811546901
"28083","M",37,2,"Suburban","No","Normal","Yearly","Intermediate",4.3,0.0222308078246594
"28084","M",49,3,"Urban","Yes","Intermediate","Yearly","Intermediate",3.9,0.032592610241537
"28085","M",18,5,"Countryside low","Yes","High","Monthly","Intermediate",1.95,0.0271507346943285
"28086","F",82,1,"Suburban","No","Normal","Yearly","Intermediate",3.96,0.0124085669810621
"28087","F",18,3,"Urban","No","Intermediate","Yearly","Full",3.05,0.0308151122943207
"28088","M",36,5,"Countryside low","No","Low","Quarterly","Basic",0.95,0.0125955440459671
"28089","M",21,9,"Urban","No","Intermediate","Yearly","Full",2.87,0.0347236630501124
"28090","M",35,6,"Urban","No","Low","Yearly","Basic",3.45,0.0205305636276945
"28091","F",37,3,"Suburban","No","Normal","Yearly","Intermediate",3.54,0.0164763468891954
"28092","M",61,8,"Urban","Yes","Intermediate","Monthly","Intermediate",1.82,0.0530761563842158
"28093","M",40,7,"Urban","No","Intermediate","Yearly","Full",2.07,0.0304077315890029
"28094","F",46,9,"Suburban","No","Normal","Yearly","Intermediate",2.9,0.0138459617408292
"28095","M",53,4,"Suburban","Yes","Intermediate","Yearly","Basic",2.64,0.0238364398855337
"28096","M",33,1,"Suburban","No","Intermediate","Yearly","Basic",3.67,0.023806983054528
"28097","M",42,7,"Suburban","No","Intermediate","Yearly","Full",3.07,0.0245422460046592
"28098","M",45,5,"Suburban","Yes","Normal","Quarterly","Intermediate",4.48,0.0268631464055226
"28099","M",28,1,"Countryside low","No","Intermediate","Yearly","Full",4.67,0.024181937122846
"28100","M",37,7,"Coutryside high","No","High","Yearly","Intermediate",3.69,0.0257438698242205
"28101","M",53,11,"Urban","Yes","Normal","Yearly","Intermediate",2.02,0.0246311904940269
"28102","M",82,3,"Countryside low","No","Normal","Monthly","Intermediate",4.23,0.0140235793448278
"28103","M",45,2,"Urban","No","Normal","Quarterly","Full",4.28,0.03301811407061
"28104","M",52,6,"Countryside low","No","Intermediate","Yearly","Intermediate",3.21,0.0146610476058738
"28105","F",48,8,"Urban","No","Normal","Quarterly","Basic",4.28,0.0215367107106451
"28106","M",25,5,"Urban","Yes","Intermediate","Quarterly","Intermediate",0.08,0.0411988677540362
"28107","F",50,7,"Suburban","No","Normal","Yearly","Full",0.66,0.0161350444165246
"28108","M",41,4,"Coutryside high","Yes","Normal","Quarterly","Intermediate",2.43,0.0294825504864019
"28109","M",30,4,"Countryside low","No","Intermediate","Yearly","Basic",5.49,0.0173446866067179
"28110","M",32,4,"Suburban","Yes","Low","Yearly","Basic",1.97,0.0237764646936901
"28111","M",62,3,"Urban","No","Normal","Yearly","Intermediate",4.11,0.020628066446115
"28112","M",35,4,"Urban","No","High","Quarterly","Intermediate",3.68,0.0358265045542841
"28113","M",43,12,"Suburban","No","Intermediate","Yearly","Full",4.91,0.0216896532950513
"28114","F",26,7,"Countryside low","No","Low","Yearly","Basic",3.13,0.0119442268770735
"28115","F",34,8,"Suburban","No","Low","Quarterly","Basic",2.84,0.0146485804619825
"28116","M",32,11,"Suburban","No","Normal","Quarterly","Full",4.97,0.0250290867401276
"28117","M",21,6,"Urban","No","Normal","Yearly","Basic",5.03,0.0273235730296235
"28118","F",52,4,"Coutryside high","Yes","Normal","Yearly","Intermediate",4.6,0.0188764540492305
"28119","M",53,4,"Suburban","No","Intermediate","Quarterly","Intermediate",4.35,0.0230309244899255
"28120","F",55,4,"Coutryside high","No","Normal","Yearly","Intermediate",7.08,0.01463980481257
"28121","M",30,8,"Urban","No","Normal","Yearly","Full",5.51,0.0307346383032734
"28122","F",39,8,"Urban","Yes","Low","Monthly","Basic",3.8,0.0338860782373603
"28123","M",48,2,"Countryside low","Yes","Normal","Yearly","Full",2.61,0.0237120210155172
"28124","F",37,4,"Countryside low","No","Normal","Monthly","Basic",2.73,0.0151668302975641
"28125","M",32,7,"Urban","No","Intermediate","Yearly","Intermediate",1.88,0.0271569973079221
"28126","M",58,6,"Coutryside high","No","Normal","Quarterly","Basic",3.59,0.0202324275426212
"28127","M",69,2,"Coutryside high","Yes","Normal","Yearly","Intermediate",2.26,0.0223198886250192
"28128","M",56,7,"Countryside low","No","Low","Quarterly","Intermediate",0.08,0.0117696267779047
"28129","F",55,6,"Countryside low","No","Normal","Yearly","Basic",2.75,0.0113118779264735
"28130","M",53,4,"Urban","No","Normal","Yearly","Intermediate",4.5,0.0220467094041418
"28131","M",41,6,"Urban","No","Normal","Yearly","Full",3.34,0.0288794961148897
"28132","M",20,3,"Suburban","No","Normal","Yearly","Intermediate",4.99,0.0257730884756488
"28133","F",18,3,"Coutryside high","No","Low","Quarterly","Full",2.84,0.0198397054520642
"28134","F",52,2,"Suburban","No","Intermediate","Quarterly","Full",2.13,0.0203695093474135
"28135","F",43,3,"Suburban","No","Normal","Quarterly","Intermediate",1.4,0.0232137396093966
"28136","M",18,4,"Countryside low","No","Intermediate","Yearly","Intermediate",3.71,0.0205410319143471
"28137","F",35,5,"Suburban","Yes","Intermediate","Yearly","Full",5,0.0268017121304386
"28138","M",48,5,"Suburban","No","Normal","Monthly","Intermediate",4.35,0.0287010468210382
"28139","M",27,5,"Suburban","Yes","Low","Monthly","Intermediate",2.2,0.0254713248087259
"28140","M",57,7,"Countryside low","No","Normal","Quarterly","Basic",2.1,0.0132880892997167
"28141","M",53,6,"Urban","No","Normal","Yearly","Intermediate",2.6,0.0210780681004717
"28142","F",33,5,"Suburban","No","Intermediate","Monthly","Basic",3.86,0.0245397149509321
"28143","M",50,5,"Suburban","No","Normal","Yearly","Intermediate",2.38,0.0183557115542042
"28144","F",56,4,"Urban","No","Intermediate","Quarterly","Intermediate",3.43,0.0225905346274897
"28145","M",32,6,"Coutryside high","No","High","Monthly","Full",4.13,0.0359363521700366
"28146","F",18,7,"Urban","No","Normal","Yearly","Basic",2.32,0.0204712944054951
"28147","F",68,3,"Urban","Yes","Low","Yearly","Intermediate",3.97,0.0166155442134283
"28148","M",56,5,"Urban","No","Normal","Yearly","Intermediate",4.15,0.0209266456453326
"28149","F",72,10,"Suburban","No","Normal","Yearly","Intermediate",0.7,0.0117706801409834
"28150","F",70,7,"Countryside low","No","High","Yearly","Intermediate",5.11,0.0117821811595011
"28151","M",18,5,"Urban","No","Low","Quarterly","Basic",3.17,0.0237385725108207
"28152","M",49,4,"Urban","No","Normal","Yearly","Intermediate",3.16,0.0229459189129307
"28153","F",26,6,"Suburban","No","High","Yearly","Intermediate",1.49,0.0206902960491864
"28154","F",34,5,"Coutryside high","No","Low","Yearly","Basic",3.66,0.0144310653164472
"28155","M",36,5,"Coutryside high","No","High","Yearly","Intermediate",1.41,0.027205774202812
"28156","M",62,6,"Coutryside high","No","High","Yearly","Full",2.25,0.0249436473170758
"28157","M",55,1,"Suburban","Yes","Intermediate","Monthly","Intermediate",2.84,0.0304925605682474
"28158","F",40,7,"Countryside low","Yes","Normal","Yearly","Intermediate",4.74,0.0147025003306436
"28159","M",39,6,"Coutryside high","Yes","High","Yearly","Basic",3.03,0.0316414664287621
"28160","F",66,8,"Coutryside high","No","Low","Quarterly","Basic",3.86,0.0167282461777014
"28161","F",50,9,"Countryside low","No","High","Yearly","Basic",3.24,0.0123565773762971
"28162","M",48,1,"Urban","No","Normal","Yearly","Basic",2.26,0.0233547019753132
"28163","M",43,6,"Suburban","Yes","Normal","Quarterly","Intermediate",2.15,0.0268035374723818
"28164","M",29,3,"Suburban","No","Low","Yearly","Intermediate",2.03,0.020359724001951
"28165","F",72,4,"Suburban","No","High","Yearly","Intermediate",2.78,0.0144262509770615
"28166","M",44,4,"Urban","Yes","Intermediate","Yearly","Intermediate",3.8,0.0334133818820421
"28167","M",47,6,"Countryside low","No","Normal","Yearly","Basic",4.98,0.0138797385531401
"28168","M",30,5,"Suburban","No","Intermediate","Yearly","Intermediate",3.44,0.0238004240024917
"28169","F",62,3,"Suburban","Yes","Normal","Yearly","Full",2.43,0.0200619789296299
"28170","F",24,3,"Coutryside high","Yes","High","Yearly","Basic",1.28,0.0293561186038884
"28171","F",36,8,"Suburban","Yes","Low","Quarterly","Basic",4.05,0.0274113813513692
"28172","F",31,2,"Countryside low","Yes","Low","Quarterly","Intermediate",2.93,0.0134781680051842
"28173","F",32,7,"Coutryside high","No","Intermediate","Yearly","Full",3.09,0.0212942714558692
"28174","M",59,11,"Coutryside high","No","Low","Yearly","Basic",2.15,0.0135634812724061
"28175","F",35,6,"Countryside low","No","Low","Yearly","Full",0.97,0.0132810650096377
"28176","M",67,1,"Countryside low","No","Intermediate","Yearly","Intermediate",3.84,0.0142734727907305
"28177","M",60,1,"Coutryside high","No","Normal","Yearly","Intermediate",2.84,0.0191542558695563
"28178","M",26,3,"Countryside low","Yes","Low","Monthly","Intermediate",3.88,0.0543350506986635
"28179","M",35,9,"Suburban","No","Intermediate","Yearly","Intermediate",3.02,0.0206898369511028
"28180","M",39,8,"Urban","No","Normal","Monthly","Intermediate",3.06,0.0355435068494721
"28181","M",18,5,"Suburban","Yes","Normal","Yearly","Intermediate",2.25,0.0326392199148075
"28182","F",18,7,"Countryside low","No","Intermediate","Yearly","Basic",6.68,0.0142412832431354
"28183","F",48,3,"Countryside low","No","Low","Monthly","Full",0.08,0.0123840798478303
"28184","M",65,10,"Suburban","No","Low","Yearly","Intermediate",1.91,0.0132885190371884
"28185","M",48,7,"Urban","No","Normal","Quarterly","Intermediate",3.4,0.0278581943312565
"28186","M",54,5,"Suburban","No","Intermediate","Quarterly","Intermediate",3.4,0.0223826228056433
"28187","F",56,7,"Urban","Yes","Low","Monthly","Intermediate",4.12,0.0322715305110927
"28188","M",37,8,"Countryside low","No","Normal","Yearly","Full",3.24,0.0178106326470482
"28189","M",41,1,"Suburban","Yes","Intermediate","Yearly","Intermediate",4.62,0.0304777890431228
"28190","F",43,8,"Countryside low","No","Low","Monthly","Intermediate",4.55,0.0119132204493752
"28191","F",47,6,"Urban","Yes","Low","Yearly","Basic",2.15,0.0178582629017788
"28192","M",44,9,"Coutryside high","Yes","Normal","Yearly","Full",3.31,0.0297030537255429
"28193","M",26,7,"Suburban","Yes","Normal","Yearly","Intermediate",4.35,0.0289839334087669
"28194","M",57,3,"Countryside low","No","Intermediate","Monthly","Intermediate",3.66,0.0158052651781549
"28195","F",23,5,"Coutryside high","Yes","Intermediate","Quarterly","Basic",2.84,0.0250597403118395
"28196","F",28,3,"Suburban","No","Intermediate","Quarterly","Basic",1.5,0.0227942378338013
"28197","M",58,8,"Suburban","Yes","Intermediate","Monthly","Intermediate",6.18,0.045163414677557
